isin_prefix,company_name,nsdl_issuer,match_method,score
INE551X,Shriprop Living Space Private Limited,SHRIPROP LIVING SPACE PRIVATE LIMITED,exact,100.0
INE553O,Dibang Infra Projects Private Limited (Formerly Dibang Infra Projects Limited),DIBANG INFRA PROJECTS PRIVATE LIMITED,exact,100.0
INE555R,Solitaire Btn Solar Private Limited,SOLITAIRE BTN SOLAR PRIVATE LIMITED,exact,100.0
INE556F,Small Industries Development Bank of India,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA,exact,100.0
INE556N,Vindhyachal Expressway Private Limited,VINDHYACHAL EXPRESSWAY PRIVATE LIMITED,exact,100.0
INE557F,National Housing Bank,NATIONAL HOUSING BANK,exact,100.0
INE558K,SU Toll Road Private Limited,SU TOLL ROAD PRIVATE LIMITED,exact,100.0
INE558T,Renew Akshay Urja Limited,RENEW AKSHAY URJA LIMITED,exact,100.0
INE559N,SRG Housing Finance Limited,SRG HOUSING FINANCE LIMITED,exact,100.0
INE560K,PTC India Financial Services Limited,PTC INDIA FINANCIAL SERVICES LIMITED,exact,100.0
INE562A,Indian Bank,INDIAN BANK,exact,100.0
INE562B,Rajshree Sugars and Chemicals Limited,RAJSHREE SUGARS & CHEMICALS LIMITED,exact,100.0
INE563J,Astec Lifesciences Limited,ASTEC LIFESCIENCES LIMITED,exact,100.0
INE565A,Indian Overseas Bank,INDIAN OVERSEAS BANK,exact,100.0
INE569H,International Hospital Limited,INTERNATIONAL HOSPITAL LIMITED,exact,100.0
INE572E,PNB Housing Finance Limited,PNB HOUSING FINANCE LIMITED,exact,100.0
INE572J,Spandana Sphoorty Financial Limited,SPANDANA SPHOORTY FINANCIAL LIMITED,exact,100.0
INE572M,NSL Wind Power Company (Phoolwadi) Private Limited,NSL WIND POWER COMPANY (PHOOLWADI) PVT LTD.,exact,100.0
INE572O,Ecap Securities and Investment Limited,ECAP SECURITIES AND INVESTMENTS LIMITED,fuzzy,98.1
INE574G,Shri Vasuprada Plantations Limited (erstwhile Joonktollee Tea & Industries Limited),SHRI VASUPRADA PLANTATIONS LIMITED,exact,100.0
INE575P,Star Health And Allied Insurance Company Limited,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,exact,100.0
INE579F,Nashik Municipal Corporation,NASHIK MUNICIPAL CORPORATION,exact,100.0
INE580B,Bandhan Bank Limited,BANDHAN BANK LIMITED,exact,100.0
INE580N,Ramky Estates & Farms Ltd,RAMKY ESTATES AND FARMS LIMITED,exact,100.0
INE581S,SURAJ FINVEST PRIVATE LIMITED,SURAJ FINVEST PRIVATE LIMITED,exact,100.0
INE581W,Essar Oil and Gas Exploration and Production Limited,ESSAR OIL AND GAS EXPLORATION AND PRODUCTION LIMITED,exact,100.0
INE583C,Deccan Cements Limited,DECCAN CEMENTS LIMITED,exact,100.0
INE583D,Ugro Capital Limited,UGRO CAPITAL LIMITED,exact,100.0
INE584W,Amun Solarfarms Limited,AMUN SOLARFARMS LIMITED,exact,100.0
INE585I,Arliga Ecoworld Infrastructure Private Ltd (erstwhile RMZ Ecoworld Infrastructure Pvt Ltd),ARLIGA ECOWORLD INFRASTRUCTURE PRIVATE LIMITED,exact,100.0
INE589A,NLC India Limited,NLC INDIA LIMITED,exact,100.0
INE593Z,Axis Wind Farms (Rayalaseema) Private Limited,AXIS WIND FARMS (RAYALASEEMA) PRIVATE LIMITED,exact,100.0
INE596W,Amplus Sun Solutions Private Limited,AMPLUS SUN SOLUTIONS PRIVATE LIMITED,exact,100.0
INE597F,GMR Energy Limited,GMR ENERGY LIMITED,exact,100.0
INE597V,Biocon Biologics Limited,BIOCON BIOLOGICS LIMITED,exact,100.0
INE600W,Solaire Surya Urja Private Limited,SOLAIRE SURYA URJA PRIVATE LIMITED,exact,100.0
INE601U,Tata Capital Limited,TATA CAPITAL LIMITED,exact,100.0
INE602A,PCBL Chemical Limited (erstwhile PCBL Limited),PCBL CHEMICAL LIMITED,exact,100.0
INE603Y,Purelearn Eduinfra Hyderabad Private Limited,PURELEARN EDUINFRA HYDERABAD PRIVATE LIMITED,exact,100.0
INE604O,DMI Finance Private Limited,DMI FINANCE PRIVATE LIMITED,exact,100.0
INE606L,"More Retail Private Limited (formerly More Retail Limited, Aditya Birla Retail Limited)",MORE RETAIL PRIVATE LIMITED,exact,100.0
INE607M,Tata Power Renewable Energy Limited,TATA POWER RENEWABLE ENERGY LIMITED,exact,100.0
INE608A,Punjab and Sind Bank,PUNJAB & SIND BANK,exact,100.0
INE608T,Nspira Management Services Private Limited,NSPIRA MANAGEMENT SERVICES PRIVATE LIMITED,exact,100.0
INE610M,Ratedi Wind Power Private Limited,RATEDI WIND POWER PRIVATE LIMITED,exact,100.0
INE612J,Repco Home Finance Limited,REPCO HOME FINANCE LIMITED,exact,100.0
INE612U,Electronica Finance Limited,ELECTRONICA FINANCE LIMITED,exact,100.0
INE613O,DHOLA INFRA PROJECTS PRIVATE LIMITED (Formerly known as DHOLA INFRA PROJECTS LIMITED),DHOLA INFRA PROJECTS PRIVATE LIMITED,exact,100.0
INE614A,Ramco Industries Limited,RAMCO INDUSTRIES LIMITED,exact,100.0
INE614B,Karnataka Bank Limited,THE KARNATAKA BANK LIMITED,exact,100.0
INE614G,Reliance Power Limited,RELIANCE POWER LIMITED,exact,100.0
INE618R,SG Finserve Limited,SG FINSERVE LIMITED,exact,100.0
INE618U,Kundli Manesar Expressway Limited,KUNDLI MANESAR EXPRESSWAY LIMITED,exact,100.0
INE626J,Nagpur Seoni Express way Private Limited (Formerly Nagpur Seoni Express Way Limited),NAGPUR-SEONI EXPRESS WAY PRIVATE LIMITED,exact,100.0
INE629Y,AIGP Developers (Pune) Private Limited,AIGP DEVELOPERS (PUNE) PRIVATE LIMITED,exact,100.0
INE634S,Mankind Pharma Limited,MANKIND PHARMA LIMITED,exact,100.0
INE635M,Universal Sompo General Insurance Company Limited,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY LTD,exact,100.0
INE636F,North Eastern Electric Power Corporation Limited,NORTH EASTERN ELECTRIC POWER CORPORATION LIMITED,exact,100.0
INE637H,Shivam Autotech Limited,SHIVAM AUTOTECH LIMITED,exact,100.0
INE640M,MIKADO REALTORS PRIVATE LIMITED,MIKADO REALTORS PRIVATE LIMITED,exact,100.0
INE641O,Piramal Finance Limited (formerly Piramal Capital & Housing Finance Limited),PIRAMAL FINANCE LIMITED,exact,100.0
INE643S,Omega Solar Projects Private Limited,OMEGA SOLAR PROJECTS PRIVATE LIMITED,exact,100.0
INE645V,DEVISHI SOLAR POWER PRIVATE LIMITED,DEVISHI SOLAR POWER PRIVATE LIMITED,exact,100.0
INE646J,Corrtech International Limited,CORRTECH INTERNATIONAL LIMITED,exact,100.0
INE646V,DEVISHI RENEWABLE ENERGY PRIVATE LIMITED,DEVISHI RENEWABLE ENERGY PRIVATE LIMITED,exact,100.0
INE647O,Aditya Birla Fashion and Retail Limited,ADITYA BIRLA FASHION AND RETAIL LIMITED,exact,100.0
INE647V,SUNWORLD ENERGY PRIVATE LIMITED,SUNWORLD ENERGY PRIVATE LIMITED,exact,100.0
INE647Y,Chenani Nashri Tunnelway Limited,CHENANI NASHRI TUNNELWAY LIMITED,exact,100.0
INE649V,EMINENT SOLAR POWER PRIVATE LIMITED,EMINENT SOLAR POWER PRIVATE LIMITED,exact,100.0
INE651J,JM Financial Credit Solutions Limited,JM FINANCIAL CREDIT SOLUTIONS LIMITED,exact,100.0
INE651Q,Aparna Enterprises Ltd.,APARNA ENTERPRISES LIMITED,exact,100.0
INE655H,GMR Ambala - Chandigarh Expressways Private Limited,GMR AMBALA-CHANDIGARH EXPRESSWAYS PRIVATE LTD,exact,100.0
INE657H,Delhi International Airport Limited,DELHI INTERNATIONAL AIRPORT LIMITED,exact,100.0
INE657N,Edelweiss Rural & Corporate Services Limited,EDELWEISS RURAL & CORPORATE SERVICES LIMITED,exact,100.0
INE658F,Kerala Infrastructure Investment Fund Board,KERALA INFRASTRUCTURE INVESTMENT  FUND BOARD,exact,100.0
INE658R,Motilal Oswal Home Finance Limited,MOTILAL OSWAL HOME FINANCE LIMITED,exact,100.0
INE660A,Sundaram Finance Limited,SUNDARAM FINANCE LIMITED,exact,100.0
INE665X,Enviro Solaire Private Limited,ENVIRO SOLAIRE PRIVATE LIMITED,exact,100.0
INE667F,Sundaram Home Finance Limited,SUNDARAM HOME FINANCE LIMITED,exact,100.0
INE670K,Lodha Developers Limited,LODHA DEVELOPERS LIMITED,exact,100.0
INE674K,Aditya Birla Capital Limited,ADITYA BIRLA CAPITAL LIMITED,exact,100.0
INE674O,HCY Warehousing Private Limited,HCY WAREHOUSING PRIVATE LIMITED,exact,100.0
INE676U,Nexon Omniverse Limited,NEXON OMNIVERSE LIMITED,exact,100.0
INE680A,Dhanlaxmi Bank Limited,DHANLAXMI BANK LIMITED,exact,100.0
INE681R,Nirmal Bang Securities Private Limited,NIRMAL BANG SECURITIES PRIVATE LIMITED,exact,100.0
INE685A,Torrent Pharmaceuticals Limited,TORRENT PHARMACEUTICALS LTD,exact,100.0
INE687J,John Energy Limited,JOHN ENERGY LIMITED,exact,100.0
INE688I,IDFC First Bank Limited,IDFC FIRST BANK LIMITED,exact,100.0
INE691A,UCO Bank,UCO BANK,exact,100.0
INE691I,L&T Finance Limited (formerly L&T Finance Holdings Limited),L&T FINANCE LIMITED,exact,100.0
INE692A,Union Bank of India,UNION BANK OF INDIA,exact,100.0
INE692Q,Toyota Financial Services India Limited,TOYOTA FINANCIAL SERVICES INDIA LIMITED,exact,100.0
INE698X,Clean Solar Power (Bhadla) Private Limited,CLEAN SOLAR POWER (BHADLA) PRIVATE LIMITED,exact,100.0
INE700M,Precious Energy Services Limited,PRECIOUS ENERGY SERVICES LIMITED,exact,100.0
INE700O,IndoSpace FWS Industrial Park Private Limited,INDOSPACE FWS INDUSTRIAL PARK PRIVATE LIMITED,exact,100.0
INE701L,RE Sustainability Limited (Formerly Ramky Enviro Engineers Limited),RE SUSTAINABILITY LIMITED,exact,100.0
INE701Q,Adani Infra (India) Limited,ADANI INFRA (INDIA) LIMITED,exact,100.0
INE701R,NSL Krishnaveni Sugars Limited,NSL KRISHNAVENI SUGARS LIMITED,exact,100.0
INE704P,Cochin Shipyard Limited,COCHIN SHIPYARD LIMITED,exact,100.0
INE706W,Bhandari Foils & Tubes Limited,BHANDARI FOILS & TUBES LIMITED,exact,100.0
INE707M,Solitaire Energies Limited,SOLITAIRE ENERGIES LIMITED,exact,100.0
INE707R,Blue Sapphire Healthcares Private Limited,BLUE SAPPHIRE HEALTHCARES PRIVATE LIMITED,exact,100.0
INE710U,Clean Solar Power (Chitradurga) Private Limited,CLEAN SOLAR POWER (CHITRADURGA) PRIVATE LIMITED,exact,100.0
INE711A,Walchandnagar Industries Limited,WALCHANDNAGAR INDUSTRIES LIMITED,exact,100.0
INE711X,Emami Frank Ross Limited,EMAMI FRANK ROSS LIMITED,exact,100.0
INE713W,Cadila Pharmaceuticals Limited,CADILA PHARMACEUTICALS LIMITED,exact,100.0
INE717N,Ganeshvani Merchandise Private Limited,GANESHVANI MERCHANDISE PRIVATE LIMITED,exact,100.0
INE718N,Ganges Green Energy Private Limited,GANGES GREEN ENERGY PRIVATE LIMITED,exact,100.0
INE721A,Shriram Finance Limited,SHRIRAM FINANCE LIMITED,exact,100.0
INE722A,Shriram Finance Limited,SHRIRAM FINANCE LIMITED,exact,100.0
INE725H,Tata Projects Limited,TATA PROJECTS LIMITED,exact,100.0
INE726G,ICICI Prudential Life Insurance Company Limited,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,exact,100.0
INE728V,Renew Solar Energy (Telangana) Private Limited,RENEW SOLAR ENERGY (TELANGANA) PRIVATE LIMITED,exact,100.0
INE729N,TVS Credit Services Limited,TVS CREDIT SERVICES LIMITED,exact,100.0
INE731P,Girnar Software Pvt. Ltd.,GIRNAR SOFTWARE PRIVATE LIMITED,exact,100.0
INE732I,Angel One Limited,ANGEL ONE LIMITED,exact,100.0
INE732Z,Easy Home Finance Limited,EASY HOME FINANCE LIMITED,exact,100.0
INE733E,NTPC Limited,NTPC LIMITED,exact,100.0
INE735W,Utkarsh Small Finance Bank Limited,UTKARSH SMALL FINANCE BANK LIMITED,exact,100.0
INE741K,CreditAccess Grameen Limited,CREDITACCESS GRAMEEN LIMITED,exact,100.0
INE742F,Adani Ports and Special Economic Zone Limited,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,exact,100.0
INE742L,Lily Realty Private Limited,LILY REALTY PRIVATE LIMITED,exact,100.0
INE743G,VITP Private Limited,VITP PRIVATE  LIMITED,exact,100.0
INE743W,Indospace Industrial Park Pune Private Limited,INDOSPACE INDUSTRIAL PARK PUNE PRIVATE LIMITED,exact,100.0
INE744W,IndoSpace Bommasandra Logistics Park Private Limited,INDOSPACE BOMMASANDRA LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE746L,Goldman Sachs (India) Finance Private Limited,GOLDMAN SACHS (INDIA) FINANCE PRIVATE LIMITED,exact,100.0
INE746N,Jharkhand Road Projects Implementation Company Limited,JHARKHAND ROAD PROJECTS IMPLEMENTATION CO.LTD,exact,100.0
INE746T,ASA International India Microfinance Limited,ASA INTERNATIONAL INDIA MICROFINANCE  LIMITED,exact,100.0
INE747W,Trinethra Wind And Hydro Power Private Limited,TRINETHRA WIND AND HYDRO POWER PRIVATE LIMITED,exact,100.0
INE748L,TRN Energy Private Limited,TRN ENERGY PRIVATE LIMITED,exact,100.0
INE748V,Rewanchal Solar Power Private Limited,REWANCHAL SOLAR POWER PRIVATE LIMITED,exact,100.0
INE750Q,SEI Arjun Power Private Limited,SEI ARJUN POWER PRIVATE LTD,exact,100.0
INE751F,Tata International Limited,TATA INTERNATIONAL LIMITED,exact,100.0
INE752E,Power Grid Corporation of India Limited,POWER GRID CORPORATION OF INDIA LIMITED,exact,100.0
INE752Z,Kukatpally Developers Private Limited,KUKATPALLY DEVELOPERS PRIVATE LIMITED,exact,100.0
INE753F,Damodar Valley Corporation,DAMODAR VALLEY CORPORATION,exact,100.0
INE753V,Acme Solar Power Technology Private Limited,ACME SOLAR POWER TECHNOLOGY PRIVATE LIMITED,exact,100.0
INE754Y,JSW Paints Limited,JSW PAINTS LIMITED,exact,100.0
INE755K,Dalmia Cement (Bharat) Limited,DALMIA CEMENT (BHARAT) LIMITED,exact,100.0
INE755L,Bamboo Hotel And Global Centre (Delhi) Private Limited,BAMBOO HOTEL AND GLOBAL CENTRE (DELHI) PRIVATE LIMITED,exact,100.0
INE756I,HDB Financial Services Limited,HDB FINANCIAL SERVICES LIMITED,exact,100.0
INE757O,Prestige Projects Private Limited,PRESTIGE PROJECTS PRIVATE LIMITED,exact,100.0
INE760E,Tata Industries Limited,TATA INDUSTRIES LIMITED,exact,100.0
INE762W,SELECT INFRASTRUCTURE PRIVATE LIMITED,SELECT INFRASTRUCTURE PRIVATE LIMITED,exact,100.0
INE763G,ICICI Securities Limited,ICICI SECURITIES LIMITED,exact,100.0
INE764X,Vena Energy Solar Ravi India Power Resources Private Limited,VENA ENERGY SOLAR RAVI INDIA POWER RESOURCES PRIVATE LIMITED,exact,100.0
INE767P,Fortune Metals Limited,FORTUNE METALS LIMITED,exact,100.0
INE770V,International Solar Corporation Private Limited,INTERNATIONAL SOLAR CORPORATION PRIVATE LIMITED,exact,100.0
INE773W,Chudiala Solar Power Projects Private Limited,CHUDIALA SOLAR POWER PROJECTS PRIVATE LIMITED,exact,100.0
INE774D,Mahindra and Mahindra Financial Services Limited,MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED,exact,100.0
INE774W,Ballupur Solar Power Projects Private Limited,BALLUPUR SOLAR POWER PROJECTS PRIVATE LIMITED,exact,100.0
INE775A,Samvardhana Motherson International Ltd.,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,exact,100.0
INE776W,Shakumbhari Solar Power Projects Private Limited,SHAKUMBHARI SOLAR POWER PROJECTS PRIVATE LIMITED,exact,100.0
INE777F,Exicom Tele-Systems Limited,EXICOM TELE-SYSTEMS LIMITED,exact,100.0
INE778K,Emami Realty Limited,EMAMI REALTY LIMITED,exact,100.0
INE779L,Nsl Renewable Power Private Limited,NSL RENEWABLE POWER PRIVATE LIMITED,exact,100.0
INE781I,Gorakhpur Infrastructure Company Private Limited,GORAKHPUR INFRASTRUCTURE COMPANY PRIVATE LIMITED,exact,100.0
INE781P,Pokaran Solaire Energy Private Limited,POKARAN SOLAIRE ENERGY PRIVATE LIMITED,exact,100.0
INE782W,Ambition Logistics Park Private Limited,AMBITION LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE785V,Kandla International Container Terminal Private Limited,KANDLA INTERNATIONAL CONTAINER TERMINAL PRIVATE LIMITED,exact,100.0
INE786X,Orange Retail Finance India Private Limited,ORANGE RETAIL FINANCE INDIA PRIVATE LIMITED,exact,100.0
INE787D,Balkrishna Industries Limited,BALKRISHNA INDUSTRIES LIMITED,exact,100.0
INE787H,India Infrastructure Finance Company Limited,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,exact,100.0
INE787R,Ashiana Dwellings Private Limited,ASHIANA DWELLINGS PRIVATE LIMITED,exact,100.0
INE789E,JK Paper Limited,JK PAPER LIMITED,exact,100.0
INE790Z,Interise Trust (formerly INDINFRAVIT TRUST),INTERISE TRUST,exact,100.0
INE795G,HDFC Life Insurance Company Limited,HDFC LIFE INSURANCE COMPANY LIMITED,exact,100.0
INE798X,Avaada Ventures Private Limited,AVAADA VENTURES PRIVATE LIMITED,exact,100.0
INE800X,Hero Housing Finance Limited,HERO HOUSING FINANCE LIMITED,exact,100.0
INE802J,GMR Hyderabad International Airport Limited,GMR HYDERABAD INTERNATIONAL AIRPORT LTD,exact,100.0
INE804I,ECL Finance Limited,ECL FINANCE LIMITED,exact,100.0
INE804S,RMZ ONE PARAMOUNT PRIVATE LIMITED,RMZ ONE PARAMOUNT PRIVATE LIMITED,exact,100.0
INE804W,Runwal Enterprises Limited (Formerly Runwal Enterprises Private Limited),RUNWAL ENTERPRISES LIMITED,exact,100.0
INE805O,Abis Foods and Proteins Private Limited,ABIS FOODS AND PROTEINS PRIVATE LIMITED,exact,100.0
INE807X,Pune Municipal Corporation,PUNE MUNICIPAL CORPORATION,exact,100.0
INE808K,Arohan Financial Services Limited,AROHAN FINANCIAL SERVICES LIMITED,exact,100.0
INE808T,Kukru Wind Power Private Limited,KUKRU WIND POWER PRIVATE LIMITED,exact,100.0
INE809M,Gama Infraprop Private Limited,GAMA INFRAPROP PRIVATE LIMITED,exact,100.0
INE812V,THDC India Limited,THDC INDIA LIMITED,exact,100.0
INE813H,Torrent Power Limited,TORRENT POWER LIMITED,exact,100.0
INE814H,Adani Power Limited,ADANI POWER LIMITED,exact,100.0
INE814O,NeoGrowth Credit Private Limited,NEOGROWTH CREDIT PRIVATE LIMITED,exact,100.0
INE814V,Sunworld Solar Power Private Limited,SUNWORLD SOLAR POWER PRIVATE LIMITED,exact,100.0
INE815R,Damji Shamji Realty Private Limited,DAMJI SHAMJI REALTY PRIVATE LIMITED,exact,100.0
INE820K,Jhabua Power Limited,JHABUA POWER LIMITED,exact,100.0
INE822V,Biaora to Dewas Highway Private Limited,BIAORA TO DEWAS HIGHWAY PRIVATE LIMITED,exact,100.0
INE823G,J.K.Cement Limited,J. K. CEMENT LIMITED.,exact,100.0
INE827R,Mytrah Vayu (Indravati) Private Limited,MYTRAH VAYU (INDRAVATI) PRIVATE LIMITED,exact,100.0
INE828Y,HMS Real Estate Private Limited,HMS REAL ESTATE PRIVATE LIMITED,exact,100.0
INE829X,Western Transmission (Gujarat) Limited,WESTERN TRANSMISSION (GUJARAT) LIMITED,exact,100.0
INE830X,Amplus KN Solar Private Limited,AMPLUS KN SOLAR PRIVATE LIMITED,exact,100.0
INE831R,Aditya Birla Housing Finance Limited,ADITYA BIRLA HOUSING FINANCE LIMITED,exact,100.0
INE831X,Amplus Solar Power MH Private Limited,AMPLUS SOLAR POWER MH PRIVATE LIMITED,exact,100.0
INE832X,Amplus Coastal Power Private Limited,AMPLUS COASTAL POWER PRIVATE LIMITED,exact,100.0
INE833O,R K M Powergen Private Limited,R. K. M POWERGEN PRIVATE LIMITED,exact,100.0
INE833X,Amplus Andhra Power Private Limited,AMPLUS ANDHRA POWER PRIVATE LIMITED,exact,100.0
INE834U,Casablanca Industries Private Limited,CASABLANCA INDUSTRIES PRIVATE LIMITED,exact,100.0
INE834X,Amplus RJ Solar Private Limited,AMPLUS RJ SOLAR PRIVATE LIMITED,exact,100.0
INE835H,Mahua Bharatpur Expressways Limited(erstwhile Madhucon Agra-Jaipur Expressways Limited),MAHUA BHARATPUR EXPRESSWAYS LIMITED,exact,100.0
INE835I,Demuric Holdings Private Limited,DEMURIC HOLDINGS PVT LTD,exact,100.0
INE835X,Amplus Green Power Private Limited,AMPLUS GREEN POWER PRIVATE LIMITED,exact,100.0
INE835Z,Belgaum Renewable Energy Private Limited,BELGAUM RENEWABLE ENERGY PRIVATE LIMITED,exact,100.0
INE836B,Satin Creditcare Network Limited,SATIN CREDITCARE NETWORK LIMITED,exact,100.0
INE836K,Edel Finance Company Limited,EDEL FINANCE COMPANY LIMITED,exact,100.0
INE836P,DDE Renewable Energy Private Limited,DDE RENEWABLE ENERGY PRIVATE LIMITED,exact,100.0
INE838A,Apollo Green Energy Limited,APOLLO GREEN ENERGY LIMITED,exact,100.0
INE840V,Talettutayi Solar Projects One Pvt Ltd,TALETTUTAYI SOLAR PROJECTS ONE PRIVATE LIMITED,exact,100.0
INE841V,TALETTUTAYI SOLAR PROJECTS FOUR PRIVATE LIMITED,TALETTUTAYI SOLAR PROJECTS FOUR PRIVATE LIMITED,exact,100.0
INE847E,Andhra Pradesh Power Finance Corporation Limited,ANDHRA PRADESH POWER FINANCE CORPORATION LTD,exact,100.0
INE848E,NHPC Limited,NHPC LIMITED,exact,100.0
INE849D,ICICI Securities Primary Dealership Limited,ICICI SECURITIES PRIMARY DEALERSHIP LTD,exact,100.0
INE850K,VR Majha Limited,VR MAJHA LIMITED,exact,100.0
INE850M,Northern Arc Capital Limited,NORTHERN ARC CAPITAL LIMITED,exact,100.0
INE850S,CLEANTECH SOLAR ENERGY (INDIA) PRIVATE LIMITED,CLEANTECH SOLAR ENERGY (INDIA) PRIVATE LIMITED,exact,100.0
INE852O,Aptus Value Housing Finance India Limited,APTUS VALUE HOUSING FINANCE INDIA LIMITED,exact,100.0
INE854B,Jayaswal Neco Industries Limited,JAYASWAL NECO INDUSTRIES LIMITED,exact,100.0
INE855W,Eatgood Technologies Private Limited,EATGOOD TECHNOLOGIES PRIVATE LIMITED,exact,100.0
INE857N,Hiraco Renewable Energy Private Limited,HIRACO RENEWABLE ENERGY PRIVATE LIMITED,exact,100.0
INE857Q,Tata Capital Limited,TATA CAPITAL LIMITED,exact,100.0
INE859C,IKF Finance Limited,IKF FINANCE LIMITED,exact,100.0
INE860H,Aditya Birla Capital Limited,ADITYA BIRLA CAPITAL LIMITED,exact,100.0
INE861D,Shalibhadra Finance Limited,SHALIBHADRA FINANCE LIMITED,exact,100.0
INE861G,Food Corporation of India,FOOD CORPORATION OF INDIA,exact,100.0
INE866I,IIFL Finance Limited,IIFL FINANCE LIMITED,exact,100.0
INE868N,THRISSUR EXPRESSWAY LIMITED,THRISSUR EXPRESSWAY LIMITED,exact,100.0
INE870W,Ummeed Housing Finance Private Limited,UMMEED HOUSING FINANCE PRIVATE LIMITED,exact,100.0
INE871D,Infrastructure Leasing & Financial Services Limited,INFRASTRUCTURE LEASING & FINANCIAL SERVICES LTD,exact,100.0
INE873Y,JK PETROENERGY PRIVATE LIMITED,JK PETROENERGY PRIVATE LIMITED,exact,100.0
INE878L,Prayagraj Power Generation Company Limited,PRAYAGRAJ POWER GENERATION COMPANY LIMITED,exact,100.0
INE879V,Athena Bhiwadi Solar Power Private Limited(Formerly ACME Bhiwadi Solar Power Private Limited),ATHENA BHIWADI SOLAR POWER PRIVATE LIMITED,exact,100.0
INE881M,Wakad Realty Private Limited,WAKAD REALTY PRIVATE LIMITED,exact,100.0
INE881O,STARBOARD HOTELS PVT LTD,STARBOARD HOTELS PRIVATE LIMITED,exact,100.0
INE883F,AADHAR HOUSING FINANCE LIMITED,AADHAR HOUSING FINANCE LIMITED,exact,100.0
INE883N,Parag Milk Foods Limited,PARAG MILK FOODS LIMITED,exact,100.0
INE884Q,Midland Microfin Limited,MIDLAND MICROFIN LIMITED,exact,100.0
INE885K,NSL Textiles Limited,NSL TEXTILES LIMITED,exact,100.0
INE885T,Clean Wind Power (Anantapur) Private Limited,CLEAN WIND POWER (ANANTAPUR) PRIVATE LIMITED,exact,100.0
INE888G,Bangalore International Airport Limited,BANGALORE INTERNATIONAL AIRPORT LTD,exact,100.0
INE888K,NSL Sugars Ltd,NSL SUGARS LIMITED,exact,100.0
INE889K,Ascend Telecom Infrastructure Private Limited,ASCEND TELECOM INFRASTRUCTURE PRIVATE LIMITED,exact,100.0
INE891K,Axis Finance Limited,AXIS FINANCE LIMITED,exact,100.0
INE894E,Salem Erode Investments Limited,SALEM ERODE INVESTMENTS LIMITED,exact,100.0
INE894F,Sammaan Capital Limited,SAMMAAN CAPITAL LIMITED,exact,100.0
INE895D,Tata Sons Private Limited,TATA SONS PRIVATE LIMITED,exact,100.0
INE896F,Schoolnet India Limited,SCHOOLNET INDIA LIMITED,exact,100.0
INE896L,IndoStar Capital Finance Limited,INDOSTAR CAPITAL FINANCE LIMITED,exact,100.0
INE897P,Vena Energy Power Resources Pvt Ltd,VENA ENERGY POWER RESOURCES PRIVATE LIMITED,exact,100.0
INE902S,Bestech India Private Limited,BESTECH INDIA PRIVATE LIMITED,exact,100.0
INE905Y,Kotak Infrastructure Debt Fund Limited,KOTAK INFRASTRUCTURE DEBT FUND LIMITED,exact,100.0
INE906B,National Highways Authority of India,NATIONAL HIGHWAYS AUTHORITY OF INDIA,exact,100.0
INE909H,TMF Holdings Limited,TMF HOLDINGS LIMITED,exact,100.0
INE911L,Mahaveer Finance India Limited,MAHAVEER FINANCE (INDIA) LIMITED,exact,100.0
INE912E,SBI Factors Limited,SBI FACTORS LIMITED,exact,100.0
INE915D,Citicorp Finance (India) Limited,CITICORP FINANCE (INDIA) LIMITED,exact,100.0
INE915Y,IL JIN ELECTRONICS (INDIA) PRIVATE LIMITED,IL JIN ELECTRONICS (INDIA) PRIVATE LIMITED,exact,100.0
INE916D,Kotak Mahindra Prime Limited,KOTAK MAHINDRA PRIME LIMITED,exact,100.0
INE916U,Sheela Foam Limited,SHEELA FOAM LIMITED,exact,100.0
INE918K,Nuvama Wealth Finance Limited,NUVAMA WEALTH FINANCE LIMITED,exact,100.0
INE921N,CBC Solar Technologies Private Limited,CBC SOLAR TECHNOLOGIES PRIVATE LIMITED,exact,100.0
INE922K,India Shelter Finance Corporation Limited,INDIA SHELTER FINANCE CORPORATION LIMITED,exact,100.0
INE924K,Adhunik Power & Natural Resources Limited,ADHUNIK POWER & NATURAL RESOURCES LTD,exact,100.0
INE925U,Prayatna Developers Limited,PRAYATNA DEVELOPERS PRIVATE LIMITED,exact,100.0
INE926R,Unifinz Capital India Limited,UNIFINZ CAPITAL INDIA LIMITED,exact,100.0
INE926X,H.G. Infra Engineering Limited,H.G. INFRA ENGINEERING LIMITED,exact,100.0
INE930P,Anupam Rasayan India Limited,ANUPAM RASAYAN INDIA LIMITED,exact,100.0
INE931S,Adani Energy Solutions Limited,ADANI ENERGY SOLUTIONS LIMITED,exact,100.0
INE931T,Shining Sun Power (Telangana) Private Limited,SHINING SUN POWER (TELANGANA) PRIVATE LIMITED,exact,100.0
INE932X,Share India Securities Limited,SHARE INDIA SECURITIES LIMITED,exact,100.0
